Rock_Type,Porosity,Permeability,Trap_Type,Seismic_Score,Proximity_to_Oil_Field,Estimated_Reservoir_Depth,Oil_Presence
Sandstone,6.910284963070535,975.6477471,Anticline,0.7709156460354234,3.574615632105622,4338.0,1
Limestone,11.274150475382587,,Anticline,,3.1535316604550423,,0
Limestone,12.153241637635702,847.0756769513561,None,0.061211507,4.135654258102712,4401.0,0
Sandstone,,,Dome,0.1039377625889258,0.9491955523743822,1744.0,0
Shale,22.94328726375268,992.134344880924,Anticline,0.2476173990609443,,2368.0,0
Limestone,,,Dome,0.9968149760709496,1.500843993,,1
Sandstone,1.875208245312324,354.23755481136124,None,0.4174928523515995,4.307774523351156,,0
Shale,1.20843920201941,724.1987485218724,Dome,,3.402748251850536,,0
Limestone,0.8175003585244534,666.9467732076906,Dome,0.7965909363976443,0.2223729920540174,2736.0,1
Shale,,,Dome,0.5769109078983793,,,1
Sandstone,10.433472091466616,,Fault,,4.4306000573158215,2977.0,0
Limestone,19.73848457344878,,None,0.3949749995445172,0.4800872014178164,3871.0,0
Limestone,4.786198700652707,,Fault,0.2790423871302602,1.1645227860775802,,0
Limestone,19.810074915423822,847.7264557604723,Anticline,,,1775.0,0
Limestone,18.92152333475788,972.1944571169496,None,,,2101.0,0
Sandstone,8.141645647102944,,None,0.036439486,4.371943396317276,3394.0,1
Limestone,7.8120932636372515,,Fault,,1.5980891129237806,,0
Sandstone,8.516345447721395,885.2342015867383,Dome,0.646260945,4.038651397912642,,1
Shale,,,Dome,0.0174955474861691,,,0
Sandstone,27.403340954267694,755.4320869740122,Anticline,0.6846383318631067,0.1409274767967189,3734.0,1
Shale,17.392993723028194,,Anticline,,,,0
Shale,,,Fault,0.4946113129235441,2.601045369781574,2367.0,0
Limestone,,,Dome,0.7306773700294364,4.813408492945614,4059.0,1
Shale,,,Dome,0.7030635376375156,4.461805403898476,,0
Limestone,18.63318974730609,330.7816860573859,Dome,0.2536201691339893,4.84088202,2536.0,0
Shale,13.252394749131213,257.73474357563657,Fault,,,908.0,0
Sandstone,,689.9461061732059,Anticline,0.8706008425757117,1.3543702766050032,,1
Limestone,26.19932619773185,748.3971238,None,,4.181275046857013,2586.0,0
Limestone,2.0008164421634653,4.763926855982518,Anticline,0.6487931155871676,1.3686792942491932,,1
Sandstone,,277.3456548166074,Fault,0.8785807126255765,3.976535165055571,2740.0,1
Sandstone,29.51205101027273,,None,0.1999041457248392,,,0
Limestone,24.43695636340508,,Dome,0.8768916778163262,3.966491379272438,1572.0,1
Shale,13.607369997685025,907.9080419,Dome,0.4027012862319639,,,0
Sandstone,12.92951705762466,357.5429872875801,None,0.8458996459615251,0.573990956,2281.0,0
Sandstone,17.789481029022962,278.43792360133205,Dome,0.9269101886533836,,3868.0,1
Limestone,,736.94919,None,0.4885356199718922,,,1
Limestone,5.710109252851426,386.7502621300428,Fault,0.254349101,3.4731250219104712,3033.0,0
Shale,,653.1605534474288,Dome,0.9192962153289052,,,0
Sandstone,12.457843127184615,286.3793238578763,Anticline,,1.4162673588597303,,1
Limestone,7.305850166986088,275.77939323281987,Anticline,0.3632569373481609,,,0
Limestone,24.904529489937545,399.1673956384539,Dome,0.3840473827575243,,,0
Sandstone,15.268253430278588,46.41916257772091,Dome,0.7257690156723606,0.2493442115332045,,1
Limestone,,,Anticline,0.2954703428875134,4.608713751757667,,1
Sandstone,2.513729176447849,545.2418673761748,Anticline,0.2147187275428921,3.809616909,,0
Limestone,,691.6585144118862,None,0.7498235843610578,,3150.0,0
Sandstone,,,None,0.7140128012482679,,1015.0,0
Shale,,400.9552386756885,Dome,0.426954445,,4195.0,0
Shale,5.147891012,319.7558973484055,Anticline,,1.94773756949469,,0
Limestone,14.80630978768359,,Fault,0.7329696677216548,,1440.0,1
Shale,25.11485892585077,35.71533165231199,Fault,0.485969647,,4470.0,1
Shale,9.335842134120275,,Anticline,,,4243.0,1
Shale,5.293193114110509,297.4145972201561,Dome,0.1956477465527071,0.5807610004233571,,0
Limestone,6.021385287413766,,Fault,0.8486087568391968,3.13359961474756,2183.0,1
Sandstone,,176.63407352717965,Fault,0.1744660176143897,0.1599826104634821,4771.0,0
Sandstone,25.694802082877207,,Fault,,,,1
Sandstone,22.15517635531556,,Anticline,0.5172754026732665,0.8398119819793859,2594.0,0
Limestone,10.168343260453462,380.2512366181487,Anticline,0.1587027123583364,,,0
Sandstone,26.43012254444124,646.0646344008916,None,0.2020824627402039,3.211108379052231,4012.0,0
Sandstone,5.8502694131584745,581.4654447926312,Fault,0.1932044848818513,1.1004969383777548,3815.0,0
Sandstone,,724.8161333869203,None,0.08080906,2.130220517,,0
Shale,,677.3226057604201,Anticline,0.3005638851119715,1.985615128025596,3068.0,0
Sandstone,27.75193669341165,,None,0.1834274156124563,3.869173637577262,,0
Shale,12.14175191488976,770.8718844877473,Fault,0.7852158751252233,3.55992323,,0
Shale,7.575911689093334,519.2895037722692,Fault,0.1778032381100812,,3725.0,0
Sandstone,,,Dome,0.8467996008147614,2.859784520770595,,1
Shale,5.156211076177405,,Fault,0.7409559150623704,2.549861325168539,,1
Limestone,23.69285321203904,,Fault,,2.830317318646982,,1
Limestone,1.7322323840110798,,None,,0.4512065883370858,1306.0,0
Shale,23.303714502216813,538.5989306,Anticline,0.8302846063624797,0.6256460776036282,2313.0,0
Limestone,18.76434181273984,,None,,4.9308844361142325,3732.0,1
Sandstone,26.137548821959577,791.9034041025449,Fault,,,3947.0,1
Limestone,17.90329259885069,,None,0.1066823974817351,0.6169718187661838,,0
Sandstone,,807.7479954483017,Dome,,2.351544078662089,,0
Shale,,851.3561780592992,Fault,,,,0
Shale,,512.6988057934744,Anticline,,,,0
Limestone,29.92747778837917,,Anticline,0.6146456795311703,,,1
Limestone,1.2178795590712022,,Fault,,,,0
Sandstone,13.070161983668712,67.34400995236008,Fault,,1.481907617473595,4869.0,0
Shale,20.27677868490632,,Anticline,0.3145024755542828,,,0
Limestone,,102.16391580642224,Fault,,,,0
Shale,1.9105430250755016,688.6855055065366,Fault,0.061179881,,,1
Limestone,,335.9936784514765,None,,1.6979537069791315,,0
Sandstone,10.344528232385091,,Dome,0.2596140986739204,,4993.0,0
Sandstone,2.511748135360452,952.957403249946,Anticline,0.4372767691143904,4.781908724169429,3887.0,0
Limestone,12.929511865446091,394.550320425894,Anticline,0.994543892090604,,2271.0,1
Sandstone,,,None,0.5203167221940654,2.811989988,,0
Shale,,212.0524685764592,Dome,0.8045332948444376,4.117763635882828,857.0,0
Shale,18.018198875615475,648.4677284404107,None,,2.2297925316569063,,0
Sandstone,24.996290638734045,213.41212461414375,Anticline,,,3771.0,0
Sandstone,1.2493206701994095,,Fault,,,806.0,0
Shale,15.42245762298556,745.9925767261483,Anticline,0.7748557974307065,0.4151617475628405,,0
Limestone,,564.7748839589913,Fault,0.9200515068834888,,,1
Limestone,2.798143403345097,930.436291243628,Dome,0.041938014,3.1209805039474063,,0
Shale,20.055147034529483,,Fault,0.676458234,2.8953744416617737,,0
Sandstone,18.85506510708612,,Anticline,0.1232210120704645,2.704657903413192,1006.0,0
Shale,27.291805138025907,289.52790899190387,Dome,0.5962079625658703,,,0
Shale,5.002928066180761,821.3209494,Anticline,0.4342959821172019,4.897416841,3802.0,0
Limestone,25.51512684985791,478.6189217994033,Anticline,,1.0922796371766297,,1
Shale,5.488059638526376,,Anticline,,3.784223980649921,1214.0,0
Limestone,4.1191012542481324,,Dome,0.5745334005547921,1.200311384937081,1595.0,0
Limestone,9.172683825,,Fault,0.1296365021474264,0.1948506789966081,831.0,0
Sandstone,10.512397500305925,863.6829851397573,Anticline,0.263521442,2.0702779561940683,,0
Sandstone,27.38362156159576,538.0681010196867,Fault,,1.7212006935947544,,0
Sandstone,,828.7775275151349,Dome,0.1263099266220549,,,0
Limestone,16.83453440015868,,Fault,,2.921632172316932,3769.0,0
Limestone,,,None,0.5124386744880165,4.509310892350559,,0
Limestone,22.50992327459868,365.5922304805569,Fault,0.6293625638701175,4.987291644197992,896.0,1
Limestone,0.409020717174644,,Fault,0.5696301042699973,,,0
Limestone,12.238878066171791,339.1965419457066,Fault,,3.989951406173735,,0
Sandstone,8.965714057770924,,Fault,,,4973.0,1
Limestone,,,None,0.8640531247038472,,,1
Limestone,22.39259490029547,433.0149122456085,Fault,0.6086723455998135,4.239927299641231,,1
Limestone,2.7629626259876936,,Anticline,,3.3383026156367803,2444.0,1
Limestone,13.120427172977845,207.1325397035068,Fault,,4.261413496313732,,1
Sandstone,,,Fault,0.4104969331228897,0.3605621534373149,,0
Sandstone,8.954792942248899,,Anticline,0.6562334322936318,3.027238029836063,575.0,1
Sandstone,,28.821927805173,Anticline,,,,0
Shale,10.556545030410192,,None,0.7251352229107911,3.368289270911791,1865.0,1
Limestone,13.878309097709352,588.9371557119704,None,0.2158579007652123,1.4809681510767103,,0
Shale,16.062400065344033,895.9584027515218,Anticline,,,,0
Shale,27.377980367741717,,None,0.991142774,,2524.0,0
Limestone,18.809053035861496,,None,0.3325960843959674,3.503992307790192,,0
Shale,,253.1787629079379,Fault,0.6686075922668305,3.4929570929326164,,0
Limestone,23.27616869,653.9818871950113,Anticline,0.5956877349680622,0.9223660513326204,980.0,0
Sandstone,14.602531450569463,,Fault,0.3145444945389227,2.133290204230888,,0
Shale,19.6076031013326,,Anticline,,,812.0,0
Limestone,0.7385395152371577,,None,0.2541790742435966,,,0
Limestone,18.997896048282318,869.4834950748731,Fault,0.8814719638223172,0.3429674520394787,1109.0,1
Sandstone,3.4062192697886005,812.9440964438623,Fault,0.6543493461623232,4.7782209031389815,,1
Sandstone,13.895983089267611,132.8510150143948,None,,,2179.0,0
Limestone,21.63861807,,None,,0.4061431411065425,,0
Shale,18.960576252673093,,None,0.9561656838882706,,,0
Limestone,22.81272935047415,,Dome,,,,1
Limestone,,391.4849731867927,None,0.9478520730718336,1.3721456138646908,,0
Sandstone,9.61460692966642,,Fault,0.9854203500012166,,,0
Limestone,24.98081239,,Dome,0.9736483661436228,,3685.0,1
Shale,,626.3071038118583,None,0.7768623528361118,2.089902038,4114.0,1
Shale,0.9716741332798516,132.08426744875482,Dome,0.0078084,1.1083209413649668,,0
Sandstone,28.73736227146945,,Anticline,0.9629054230495308,,4294.0,1
Shale,,,Anticline,0.0322936500674911,1.8933834573316024,2291.0,1
Shale,,,Dome,,,,0
Sandstone,19.568253326971508,305.57447803381586,None,0.6207082263350591,0.860864844,2068.0,0
Shale,18.607240628067363,,Anticline,0.1809795776059951,4.346414615119444,,0
Limestone,,,Anticline,0.9080744025295908,,,1
Sandstone,12.966395627550703,402.8705410765712,None,,4.011321790053547,,0
Sandstone,,,Anticline,0.6325793642202862,1.2890482136490578,3084.0,0
Limestone,10.802988923463396,,Fault,0.0539046163984775,,1387.0,0
Shale,0.1633112757507171,979.3706742995688,None,0.1048258495224927,,2379.0,0
Limestone,3.4651759846939854,120.28124143423732,Fault,0.4502139309565771,,4405.0,0
Shale,,,Fault,0.8130659492556687,1.3374069292439994,,0
Sandstone,,,Anticline,0.069636316,,3784.0,0
Sandstone,1.7465253622601895,,Anticline,,3.5804575237035885,,1
Limestone,0.3003123167740928,,Anticline,0.1205250022263235,3.643945950520772,3196.0,0
Shale,13.33882973741714,,Anticline,0.5100983336748071,3.106775774962772,,0
Sandstone,19.013909279781867,190.4058946865161,Fault,0.4794218341127497,4.447302068086984,3074.0,0
Limestone,19.307286682194604,942.0185270753104,Dome,0.4238455245005766,4.3324895166580175,2196.0,0
Limestone,18.32779162450434,512.9207993367459,Anticline,,,,1
Shale,27.14885640509742,105.24226671223504,Dome,,2.785516829389385,3971.0,0
Limestone,2.626459920833418,790.9122008423676,Fault,,,1860.0,0
Sandstone,10.607253708968251,,Fault,,3.2337129304227386,1089.0,0
Limestone,24.946223590129968,602.9233642351281,Fault,0.7176173700192593,,2282.0,1
Shale,13.403095034047563,376.50697081133154,Dome,0.3619779493522852,,2577.0,0
Shale,7.4966281929270036,526.0241204800793,None,,,2086.0,0
Sandstone,,801.8040709,Dome,,0.4045970608783966,988.0,1
Shale,21.079206175746865,19.01987159513981,None,0.7157440390004672,3.1202186520843744,515.0,1
Sandstone,10.084807732335596,212.9491016680982,Dome,0.3066972703869982,0.051063748,,0
Limestone,,822.6286398790962,Dome,0.9419828855732616,4.646752622,,1
Sandstone,9.667811815,559.0148482865578,Anticline,,3.16631205559247,2410.0,0
Sandstone,24.738790584026788,534.2361724895921,Fault,0.2897153981248582,0.931535871,,0
Limestone,26.73941806819367,965.1755600369484,Dome,,,,1
Sandstone,,,Anticline,,4.748181018109829,936.0,0
Sandstone,,842.6355601633633,Dome,0.9006793870200173,2.9217620131244315,,1
Shale,15.19051659842437,311.69932815077084,None,,0.9053200505954668,4593.0,0
Limestone,,65.25937354,Fault,0.8087402925663275,2.8426415884401712,4717.0,1
Shale,8.055147517585059,675.9242683059509,None,0.6600301106300229,,3483.0,0
Sandstone,4.49331395,169.3520715516156,Anticline,,2.465243231435284,2823.0,1
Sandstone,25.21810868319576,,Anticline,0.7314482607086997,,1676.0,1
Sandstone,13.021565282428702,,Dome,0.9704174793868636,0.1979186476294897,,1
Limestone,27.470166967849494,799.4388561092547,None,0.073709819,,,0
Shale,,642.9373358887362,Anticline,0.4463337404408279,3.65056719,1878.0,0
Limestone,23.90544530316369,802.3422337243821,None,,0.509500124,2457.0,1
Sandstone,7.255145862460593,,Fault,0.3687404269320091,,,0
Sandstone,29.822449639367264,715.8472645049002,None,0.7006243581623011,4.448045136578235,,1
Shale,,264.6968932777391,Anticline,,3.3292530474649737,1073.0,0
Limestone,,600.6527799005715,Anticline,0.6272929675748398,1.850613102387717,,1
Shale,21.243655047018763,960.7673601400148,Dome,,,2000.0,0
Sandstone,23.147091781674785,,Anticline,,,,1
Shale,3.3362624201465616,,Fault,,1.705909557041831,1289.0,0
Limestone,6.736784078066891,847.3689515922549,Anticline,0.035844152,,2719.0,0
Shale,,,Anticline,0.2999432568137914,4.658430012543477,3983.0,0
Limestone,,,None,0.4653128259078086,1.5443742104467288,,1
Limestone,,546.9695289722129,Fault,,4.047316334529973,4631.0,1
Shale,29.837825616658204,745.7069610935134,Anticline,0.738976596,3.563561641032563,1608.0,0
Sandstone,,,Dome,,0.0112649130646186,,1
Limestone,18.756483750943147,,Dome,,1.028558797085363,3876.0,0
Limestone,22.39088652939725,,Anticline,,4.631814847090057,,0
Shale,16.094111735654195,300.92522879341067,Fault,,4.855036956390059,4159.0,0
Limestone,10.797421086460904,436.8325922544472,None,,0.5638751423504601,1935.0,0
Shale,7.620930533969579,,None,,1.3225220218542966,4018.0,0
Shale,4.464261436,404.6764489638161,Dome,0.2430574406047079,,2064.0,1
Shale,12.070048657119983,871.6357062771441,Dome,0.989045414091152,,,1
Sandstone,10.909360767583488,,Anticline,0.6015346226306262,4.555128685783078,,1
Shale,14.18971781094458,821.2511508339618,Dome,0.738260681,4.571310030880189,,0
Sandstone,,,Fault,,,3792.0,0
Sandstone,22.48137050172468,,Fault,,3.835856650859044,3814.0,0
Sandstone,16.73782335452102,833.5442468072322,None,0.1387599653855135,,,0
Limestone,22.44482479163057,,Dome,0.3133245663008248,1.6161419638895875,1686.0,0
Sandstone,,433.53457945205446,Dome,0.7100355846022014,1.2434797033350238,4649.0,1
Shale,,69.43905977421083,Fault,0.003961834,4.8273103752210265,2096.0,0
Sandstone,27.09903382166278,,None,0.5055201186300413,,3271.0,1
Shale,23.95452728791276,382.73274964500905,Dome,,4.793287072581674,,0
Limestone,,45.16653319176487,Dome,,2.8768420348852257,3959.0,0
Sandstone,,166.37525402826418,Anticline,0.6801773513401055,,,1
Shale,15.395252468461075,,Anticline,0.8456431203863204,4.1926859489879895,,0
Limestone,9.014662758979169,763.7876828253259,Fault,0.8581163831992467,4.607813021471752,,1
Sandstone,18.843585937307157,,Dome,,0.1307807226620655,2636.0,1
Shale,,464.8061345589964,Dome,0.3499117082199676,3.936591952768265,,1
Limestone,,,Anticline,0.2189061625913165,0.9763656058961062,1743.0,0
Shale,,,Anticline,,,,0
Limestone,,,Dome,,3.558480555392374,,1
Sandstone,1.6604936765428555,,None,0.7782843661784579,,1599.0,0
Limestone,21.089751784404584,652.1483032776861,None,0.91475222460295,3.503111323597236,4049.0,0
Limestone,14.724309038041284,131.48014927609634,Anticline,0.3956714921368296,4.2754895531157615,,0
Shale,4.553262295533061,266.96726102328364,Dome,0.7326719700006685,3.5436490930322755,3581.0,0
Shale,27.35183545024898,,None,0.09947215,,1584.0,0
Limestone,,832.6662022849803,None,0.1428282792167661,3.945122209771184,,1
Sandstone,1.3212113816539317,920.3520964336052,Fault,0.4339793511871648,,2120.0,0
Limestone,8.142925928281597,,None,,2.979573975249532,1770.0,0
Shale,0.3702313818112202,246.0594123420221,None,0.045371422,1.824892702343734,1484.0,0
Shale,7.952438530157178,592.0077235938229,None,,3.990767575885155,,0
Shale,,213.202317790692,Anticline,0.6159310722250926,0.7093329308090279,3888.0,0
Limestone,13.53579574352171,95.14611012677018,Anticline,,2.97134153015044,,1
Shale,29.574159625506173,435.22266073303314,None,,3.907244448595072,795.0,0
Sandstone,29.533258607501047,531.736737,None,,4.001561203775018,1557.0,0
Sandstone,15.635211747406126,,Dome,,,3162.0,0
Sandstone,24.66684337731032,131.74545712422932,None,0.9031525112022932,1.1524875878320655,,1
Limestone,24.06609026507569,685.1188919502104,Anticline,0.4327929242068604,4.755186960365119,1958.0,0
Limestone,5.190716092534931,865.1289791,Dome,0.1191076797887807,,,0
Sandstone,,425.1475297385167,None,,0.017322045,,1
Sandstone,22.435157232362155,341.3447381512268,Dome,,,,1
Sandstone,12.108776858096912,15.213995505436824,Fault,,0.8097874921970388,,0
Sandstone,,,None,0.5643671729184754,,1885.0,0
Shale,25.59527436773401,311.8557978066644,None,0.9384129454447588,2.251557356615681,,0
Shale,28.271503620068305,661.6990332676444,Fault,0.5712569016303779,,2196.0,0
Limestone,28.132249648044663,544.7071258982983,Anticline,0.1847881150741402,2.4093032619314707,,0
Shale,,,Fault,0.05819777,1.90363485,1415.0,0
Limestone,24.47308213905321,402.4378460042309,Anticline,0.2483184830248425,4.959283976238542,3394.0,0
Sandstone,,424.9394248926656,Anticline,,4.222696214296898,,0
Shale,28.23644082362057,739.6049886223495,Dome,0.806546608,,2772.0,1
Sandstone,15.26075822188128,,Anticline,0.6413803109801697,3.950045080142228,4365.0,1
Sandstone,6.595858691069306,495.095188231804,Fault,0.9451376351025174,4.278436839604267,3347.0,0
Limestone,19.78072161836532,600.1044323742339,Fault,,0.1011573085255612,4880.0,1
Limestone,10.22899690387454,,Dome,0.556667686,1.0655421208881444,4432.0,0
Sandstone,2.765038754172969,114.4737300612962,None,,0.064178007,2756.0,0
Shale,,,Fault,0.561253821,1.4810521990001853,2114.0,0
Shale,7.601381964880034,,Dome,0.127443055570123,1.7094505853101882,588.0,0
Sandstone,,502.7725897,Fault,0.078018699,1.0634603038506492,627.0,0
Shale,6.283673085285332,312.0640667211578,Anticline,,,2019.0,0
Sandstone,8.206260870058108,,None,0.4681809797648449,4.330840558960319,,0
Limestone,2.1121608720754246,11.353358624829909,Dome,0.7506502585026682,0.9826836870187456,,1
Sandstone,,42.779802162678905,None,0.2572136787516285,1.4725612771888348,,1
Sandstone,,,Fault,0.7635397350913864,,,1
Limestone,29.107060332446306,,Dome,0.2877542405623245,,,0
Sandstone,15.999250873762223,969.2862082559612,Dome,,1.6348836077094182,3964.0,0
